ID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity
9.3.5,Windows Firewall,"Apply local firewall rules (Public Profile, Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,AllowLocalPolicyMerge,,,,0,0,=,Low
9.3.6,Windows Firewall,"Apply local connection security rules (Public Profile, Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,AllowLocalIPsecPolicyMerge,,,,0,0,=,Low
9.3.7,Windows Firewall,"Name of log file (Public Profile, Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,LogFilePath,,,,%SystemRoot%\System32\logfiles\firewall\pfirewall.log,%SystemRoot%\System32\logfiles\firewall\publicfw.log,=,Low
9.3.8,Windows Firewall,"Log size limit (Public Profile, Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,LogFileSize,,,,4096,16384,>=,Medium
9.3.9,Windows Firewall,"Log dropped packets (Public Profile, Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,LogDroppedPackets,,,,0,1,=,Medium
9.3.10,Windows Firewall,"Log successful connections (Public Profile, Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,LogSuccessfulConnections,,,,0,1,=,Low
10600,Administrative Templates: Control Panel,Personalization: Prevent enabling lock screen camera,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Personalization,NoLockScreenCamera,,,,0,1,=,Low
10601,Administrative Templates: Control Panel,Personalization: Prevent enabling lock screen slide show,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Personalization,NoLockScreenSlideshow,,,,0,1,=,Low
18.1.2.2,Administrative Templates: Control Panel,Regional and Language Options: Allow users to enable online speech recognition services,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\InputPersonalization,AllowInputPersonalization,,,,1,0,=,Medium
18.1.3,Administrative Templates: Control Panel,Allow Online Tips,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer,AllowOnlineTips,,,,1,0,=,Medium
10620,MS Security Guide,Apply UAC restrictions to local accounts on network logons,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,LocalAccountTokenFilterPolicy,,,,,0,=,Medium
10621,MS Security Guide,Configure SMB v1 client driver,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\MrxSmb10,Start,,,,1,4,=,Medium
10622,MS Security Guide,Configure SMB v1 server,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters,SMB1,,,,1,0,=,Medium
10623,MS Security Guide,Enable Structured Exception Handling Overwrite Protection (SEHOP),Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager\kernel,DisableExceptionChainValidation,,,,0,0,=,Medium
10626,MS Security Guide,Limits print driver installation to Administrators,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Printers\PointAndPrint,RestrictDriverInstallationToAdministrators,,,,,1,=,Medium
10624,MS Security Guide,NetBT NodeType configuration,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\NetBT\Parameters,NodeType,,,,0,2,=,Medium
10625,MS Security Guide,WDigest Authentication,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\SecurityProviders\WDigest,UseLogonCredential,,,,0,0,=,High
10640,MSS (Legacy),MSS: (DisableIPSourceRouting IPv6) IP source routing protection level (protects against packet spoofing),Registry,,HKLM:\System\CurrentControlSet\Services\Tcpip6\Parameters,DisableIPSourceRouting,,,,0,2,=,Medium
10641,MSS (Legacy),MSS: (DisableIPSourceRouting) IP source routing protection level (protects against packet spoofing),Registry,,HKLM:\System\CurrentControlSet\Services\Tcpip\Parameters,DisableIPSourceRouting,,,,1,2,=,Medium
10642,MSS (Legacy),MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes,Registry,,HKLM:\System\CurrentControlSet\Services\Tcpip\Parameters,EnableICMPRedirect,,,,1,0,=,Medium
10643,MSS (Legacy),MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers,Registry,,HKLM:\System\CurrentControlSet\Services\Netbt\Parameters,NoNameReleaseOnDemand,,,,0,1,=,Medium
18.4.1,MSS (Legacy),MSS: (AutoAdminLogon) Enable Automatic Logon (not recommended),Registry,,HKLM:\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,AutoAdminLogon,,,,0,0,=,Medium
18.4.7,MSS (Legacy),MSS: (PerformRouterDiscovery) Allow IRDP to detect and configure Default Gateway addresses (could lead to DoS),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters,PerformRouterDiscovery,,,,0,0,=,Medium
18.4.8,MSS (Legacy),MSS: (SafeDllSearchMode) Enable Safe DLL search mode (recommended),Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager,SafeDLLSearchMode,,,,0,1,=,Medium
18.4.9,MSS (Legacy),MSS: (ScreenSaverGracePeriod) The time in seconds before the screen saver grace period expires (0 recommended),Registry,,HKLM:\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,ScreenSaverGracePeriod,,,,5,5,<=,Medium
18.4.10,MSS (Legacy),MSS: (TcpMaxDataRetransmissions IPv6) How many times unacknowledged data is retransmitted,Registry,,HKLM:\System\CurrentControlSet\Services\Tcpip6\Parameters,TcpMaxDataRetransmissions,,,,5,3,<=,Medium
18.4.11,MSS (Legacy),MSS: (TcpMaxDataRetransmissions) How many times unacknowledged data is retransmitted,Registry,,HKLM:\System\CurrentControlSet\Services\Tcpip\Parameters,TcpMaxDataRetransmissions,,,,5,3,<=,Medium
18.4.12,MSS (Legacy),MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\Eventlog\Security,WarningLevel,,,,0,90,<=,Medium
10650,Administrative Templates: Network,DNS Client: Turn off multicast name resolution (LLMNR),Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\DNSClient,EnableMulticast,,,,1,0,=,Medium
10651,Administrative Templates: Network,Lanman Workstation: Enable insecure guest logons,Registry,,HKLM:\Software\Policies\Microsoft\Windows\LanmanWorkstation,AllowInsecureGuestAuth,,,,1,0,=,Medium
10653,Administrative Templates: Network,Network Provider: Hardened UNC Paths (NETLOGON),Registry,,HKLM:\Software\Policies\Microsoft\Windows\NetworkProvider\HardenedPaths,\\*\NETLOGON,,,,,"RequireMutualAuthentication=1,RequireIntegrity=1",=,Medium
10654,Administrative Templates: Network,Network Provider: Hardened UNC Paths (SYSVOL),Registry,,HKLM:\Software\Policies\Microsoft\Windows\NetworkProvider\HardenedPaths,\\*\SYSVOL,,,,,"RequireMutualAuthentication=1, RequireIntegrity=1",=,Medium
18.5.4.1,Administrative Templates: Network,DNS Client: Configure DNS over HTTPS (DoH) name resolution,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\DNSClient,DoHPolicy,,,,,2,>=,Medium
18.5.5.1,Administrative Templates: Network,Fonts: Enable Font Providers,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,EnableFontProviders,,,,1,0,=,Medium
18.5.9.1.1,Administrative Templates: Network,Link-Layer Topology Discovery: Turn on Mapper I/O (LLTDIO) driver (AllowLLTDIOOndomain),Registry,,HKLM:\Software\Policies\Microsoft\Windows\LLTD,AllowLLTDIOOndomain,,,,0,0,=,Medium
18.5.9.1.2,Administrative Templates: Network,Link-Layer Topology Discovery: Turn on Mapper I/O (LLTDIO) driver (AllowLLTDIOOnPublicNet),Registry,,HKLM:\Software\Policies\Microsoft\Windows\LLTD,AllowLLTDIOOnPublicNet,,,,0,0,=,Medium
18.5.9.1.3,Administrative Templates: Network,Link-Layer Topology Discovery: Turn on Mapper I/O (LLTDIO) driver (EnableLLTDIO),Registry,,HKLM:\Software\Policies\Microsoft\Windows\LLTD,EnableLLTDIO,,,,0,0,=,Medium
18.5.9.1.4,Administrative Templates: Network,Link-Layer Topology Discovery: Turn on Mapper I/O (LLTDIO) driver (ProhibitLLTDIOOnPrivateNet),Registry,,HKLM:\Software\Policies\Microsoft\Windows\LLTD,ProhibitLLTDIOOnPrivateNet,,,,0,0,=,Medium
18.5.9.2.1,Administrative Templates: Network,Turn on Responder (RSPNDR) driver (AllowRspndrOnDomain),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\LLTD,AllowRspndrOnDomain,,,,0,0,=,Medium
18.5.9.2.2,Administrative Templates: Network,Turn on Responder (RSPNDR) driver (AllowRspndrOnPublicNet),Registry,,HKLM:\Software\Policies\Microsoft\Windows\LLTD,AllowRspndrOnPublicNet,,,,0,0,=,Medium
18.5.9.2.3,Administrative Templates: Network,Turn on Responder (RSPNDR) driver (EnableRspndr),Registry,,HKLM:\Software\Policies\Microsoft\Windows\LLTD,EnableRspndr,,,,0,0,=,Medium
18.5.9.2.4,Administrative Templates: Network,Turn on Responder (RSPNDR) driver (ProhibitRspndrOnPrivateNet),Registry,,HKLM:\Software\Policies\Microsoft\Windows\LLTD,ProhibitRspndrOnPrivateNet,,,,0,0,=,Medium
18.5.10.2,Administrative Templates: Network,Turn off Microsoft Peer-to-Peer Networking Services,Registry,,HKLM:\Software\policies\Microsoft\Peernet,Disabled,,,,0,1,=,Medium
18.5.11.2,Administrative Templates: Network,Network Connections: Prohibit installation and configuration of Network Bridge on your DNS domain network,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Network Connections,NC_AllowNetBridge_NLA,,,,0,0,=,Medium
18.5.11.3,Administrative Templates: Network,Network Connections: Prohibit use of Internet Connection Sharing on your DNS domain network,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Network Connections,NC_ShowSharedAccessUI,,,,1,0,=,Medium
18.5.11.4,Administrative Templates: Network,Network Connections: Require domain users to elevate when setting a network's location,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Network Connections,NC_StdDomainUserSetLocation,,,,0,1,=,Medium
18.5.19.2.1,Administrative Templates: Network,Disable IPv6,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\TCPIP6\Parameters,DisabledComponents,,,,0,255,=,Medium
18.5.20.1.1,Administrative Templates: Network,Windows Connect Now: Configuration of wireless settings using Windows Connect Now (EnableRegistrars),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WCN\Registrars,EnableRegistrars,,,,1,0,=,Medium
18.5.20.1.2,Administrative Templates: Network,Windows Connect Now: Configuration of wireless settings using Windows Connect Now (DisableUPnPRegistrar),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WCN\Registrars,DisableUPnPRegistrar,,,,1,0,=,Medium
18.5.20.1.3,Administrative Templates: Network,Windows Connect Now: Configuration of wireless settings using Windows Connect Now (DisableInBand802DOT11Registrar),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WCN\Registrars,DisableInBand802DOT11Registrar,,,,1,0,=,Medium
18.5.20.1.4,Administrative Templates: Network,Windows Connect Now: Configuration of wireless settings using Windows Connect Now (DisableFlashConfigRegistrar),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WCN\Registrars,DisableFlashConfigRegistrar,,,,1,0,=,Medium
18.5.20.1.5,Administrative Templates: Network,Windows Connect Now: Configuration of wireless settings using Windows Connect Now (DisableWPDRegistrar),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WCN\Registrars,DisableWPDRegistrar,,,,1,0,=,Medium
18.5.20.2,Administrative Templates: Network,Windows Connect Now: Prohibit access of the Windows Connect Now wizards,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WCN\UI,DisableWcnUi,,,,0,1,=,Medium
18.5.21.1,Administrative Templates: Network,Windows Connection Manager: Minimize the number of simultaneous connections to the Internet or a Windows Domain,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WcmSvc\GroupPolicy,fMinimizeConnections,,,,1,3,=,Medium
18.5.21.2,Administrative Templates: Network,Windows Connection Manager: Prohibit connection to non-domain networks when connected to domain authenticated network,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WcmSvc\GroupPolicy,fBlockNonDomain,,,,0,1,=,Medium
18.6.1,Administrative Templates,Printers: Allow Print Spooler to accept client connections,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers,RegisterSpoolerRemoteRpcEndPoint,,,,1,2,=,Medium
18.6.2,Administrative Templates,Printers: Point and Print Restrictions: When installing drivers for a new connection,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers\PointAndPrint,NoWarningNoElevationOnInstall,,,,0,0,=,Medium
18.6.3,Administrative Templates,Printers: Point and Print Restrictions: When updating drivers for an existing connection,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers\PointAndPrint,UpdatePromptSettings,,,,0,0,=,Medium
18.7.1.1,Administrative Templates: Start Menu and Taskbar,Notifications: Turn off notifications network usage,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\PushNotifications,NoCloudApplicationNotification,,,,0,1,=,Medium
10670,Administrative Templates: System,Credentials Delegation: Encryption Oracle Remediation,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\CredSSP\Parameters,AllowEncryptionOracle,,,,0,0,=,Medium
10671,Administrative Templates: System,Credentials Delegation: Remote host allows delegation of non-exportable credentials,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CredentialsDelegation,AllowProtectedCreds,,,,0,1,=,Medium
10672,Administrative Templates: System,Device Guard: Turn On Virtualization Based Security (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,EnableVirtualizationBasedSecurity,,,,,1,=,Medium
10673,Administrative Templates: System,Device Guard: Virtualization Based Protection of Code Integrity (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,HypervisorEnforcedCodeIntegrity,,,,,1,=,Medium
10674,Administrative Templates: System,Device Guard: Credential Guard Configuration (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,LsaCfgFlags,,,,,1,=,Medium
10675,Administrative Templates: System,Device Guard: Select Platform Security Level (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,RequirePlatformSecurityFeatures,,,,,1,=,Medium
10676,Administrative Templates: System,Device Guard: Secure Launch Configuration (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,ConfigureSystemGuardLaunch,,,,0,1,=,Medium
10677,Administrative Templates: System,Device Guard: Require UEFI Memory Attributes Table (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,HVCIMATRequired,,,,,1,=,Medium
10680,Administrative Templates: System,Early Launch Antimalware: Boot-Start Driver Initialization Policy,Registry,,HKLM:\System\CurrentControlSet\Policies\EarlyLaunch,DriverLoadPolicy,,,,0,3,=,Medium
10681,Administrative Templates: System,Group Policy: Process even if the Group Policy objects have not changed,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2},NoBackgroundPolicy,,,,1,0,=,Low
10682,Administrative Templates: System,Group Policy: Do not apply during periodic background processing,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2},NoGPOListChanges,,,,0,0,=,Low
10685,Administrative Templates: System,Kernel DMA Protection: Enumeration policy for external devices incompatible with Kernel DMA Protection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Kernel DMA Protection,DeviceEnumerationPolicy,,,,2,0,=,Medium
10686,Administrative Templates: System,Logon: Enumerate local users on domain-joined computers,Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,EnumerateLocalUsers,,,,0,0,=,Medium
10697,Administrative Templates: System,Remote Procedure Call: Restrict Unauthenticated RPC clients,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Rpc,RestrictRemoteClients,,,,0,1,=,Medium
18.8.3.1,Administrative Templates: System,Audit Process Creation: Include command line in process creation events,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Audit,ProcessCreationIncludeCmdLine_Enabled,,,,0,1,=,Medium
18.8.7.2,Administrative Templates: System,Device Installation: Device Installation Restrictions: Prevent device metadata retrieval from the Internet,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Device Metadata,PreventDeviceMetadataFromNetwork,,,,,1,=,Medium
18.8.21.4,Administrative Templates: System,Group Policy: Continue experiences on this device,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,EnableCdp,,,,1,0,=,Medium
18.8.21.5,Administrative Templates: System,Group Policy: Turn off background refresh of Group Policy,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,DisableBkGndGroupPolicy,,,,0,0,=,Medium
18.8.22.1.1,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off downloading of print drivers over HTTP,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers,DisableWebPnPDownload,,,,0,1,=,Medium
18.8.22.1.2,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off handwriting personalization data sharing,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\TabletPC,PreventHandwritingDataSharing,,,,0,1,=,Medium
18.8.22.1.3,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off handwriting recognition error reporting,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\HandwritingErrorReports,PreventHandwritingErrorReports,,,,0,1,=,Medium
18.8.22.1.4,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off Internet Connection Wizard if URL connection is referring to Microsoft.com,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Internet Connection Wizard,ExitOnMSICW,,,,0,1,=,Medium
18.8.22.1.5,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off Internet download for Web publishing and online ordering wizards,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoWebServices,,,,0,1,=,Medium
18.8.22.1.6,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off printing over HTTP,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Printers,DisableHTTPPrinting,,,,0,1,=,Medium
18.8.22.1.7,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off Registration if URL connection is referring to Microsoft.com,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Registration Wizard Control,NoRegistration,,,,0,1,=,Medium
18.8.22.1.8,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off Search Companion content file updates,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\SearchCompanion,DisableContentFileUpdates,,,,0,1,=,Medium
18.8.22.1.9,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off the 'Order Prints' picture task,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoOnlinePrintsWizard,,,,0,1,=,Medium
18.8.22.1.10,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off the 'Publish to Web' task for files and folders,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoPublishingWizard,,,,0,1,=,Medium
18.8.22.1.11,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off the Windows Messenger Customer Experience Improvement Program,Registry,,HKLM:\Software\Policies\Microsoft\Messenger\Client,CEIP,,,,0,2,=,Medium
18.8.22.1.12,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off Windows Customer Experience Improvement Program,Registry,,HKLM:\Software\Policies\Microsoft\SQMClient\Windows,CEIPEnable,,,,1,0,=,Medium
18.8.22.1.13.1,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off Windows Error Reporting 1,Registry,,HKLM:\Software\Policies\Microsoft\PCHealth\ErrorReporting,DoReport,,,,1,0,=,Medium
18.8.22.1.13.2,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off Windows Error Reporting 2,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Windows Error Reporting,Disabled,,,,0,1,=,Medium
18.8.27.1,Administrative Templates: System,Locale Services: Disallow copying of user input methods to the system account for sign-in,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Control Panel\International,BlockUserInputMethodsForSignIn,,,,0,1,=,Medium
18.8.28.1,Administrative Templates: System,Logon: Block user from showing account details on sign-in,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,BlockUserFromShowingAccountDetailsOnSignin,,,,0,1,=,Medium
18.8.28.2,Administrative Templates: System,Logon: Do not display network selection UI,Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,DontDisplayNetworkSelectionUI,,,,0,1,=,Medium
18.8.28.3,Administrative Templates: System,Logon: Do not enumerate connected users on domain-joined computers,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,DontEnumerateConnectedUsers,,,,0,1,=,Medium
18.8.28.5,Administrative Templates: System,Logon: Turn off app notifications on the lock screen,Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,DisableLockScreenAppNotifications,,,,0,1,=,Medium
18.8.28.6,Administrative Templates: System,Logon: Turn off picture password sign-in,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,BlockDomainPicturePassword,,,,0,1,=,Medium
18.8.28.7,Administrative Templates: System,Logon: Turn on convenience PIN sign-in,Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,AllowDomainPINLogon,,,,1,0,=,Medium
18.8.31.1,Administrative Templates: System,OS Policies: Allow Clipboard synchronization across devices,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,AllowCrossDeviceClipboard,,,,1,0,=,Medium
18.8.31.2,Administrative Templates: System,OS Policies: Allow upload of User Activities,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,UploadUserActivities,,,,1,0,=,Medium
18.8.34.6.1,Administrative Templates: System,Sleep Settings: Allow network connectivity during connected-standby (on battery),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Power\PowerSettings\f15576e8-98b7-4186-b944-eafa664402d9,DCSettingIndex,,,,1,0,=,Medium
18.8.34.6.2,Administrative Templates: System,Sleep Settings: Allow network connectivity during connected-standby (plugged in),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Power\PowerSettings\f15576e8-98b7-4186-b944-eafa664402d9,ACSettingIndex,,,,1,0,=,Medium
18.8.34.6.3,Administrative Templates: System,Sleep Settings: Require a password when a computer wakes (on battery),Registry,,HKLM:\Software\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51,DCSettingIndex,,,,0,1,=,Medium
18.8.34.6.4,Administrative Templates: System,Sleep Settings: Require a password when a computer wakes (plugged in),Registry,,HKLM:\Software\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51,ACSettingIndex,,,,0,1,=,Medium
18.8.36.1,Administrative Templates: System,Remote Assistance: Configure Offer Remote Assistance,Registry,,HKLM:\Software\policies\Microsoft\Windows NT\Terminal Services,fAllowUnsolicited,,,,1,0,=,Medium
18.8.36.2,Administrative Templates: System,Remote Assistance: Configure Solicited Remote Assistance,Registry,,HKLM:\Software\policies\Microsoft\Windows NT\Terminal Services,fAllowToGetHelp,,,,1,0,=,Medium
18.8.48.5.1,Administrative Templates: System,Troubleshooting and Diagnostics: Microsoft Support Diagnostic Tool: Turn on MSDT interactive communication with support provider,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\ScriptedDiagnosticsProvider\Policy,DisableQueryRemoteServer,,,,1,0,=,Medium
18.8.48.11.1,Administrative Templates: System,Windows Performance PerfTrack: Enable/Disable PerfTrack,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WDI\{9c5a40da-b965-4fc3-8781-88dd50a6299d},ScenarioExecutionEnabled,,,,1,0,=,Medium
18.8.50.1,Administrative Templates: System,User Profiles: Turn off the advertising ID,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\AdvertisingInfo,DisabledByGroupPolicy,,,,0,1,=,Medium
18.8.53.1.1,Administrative Templates: System,Time Providers: Enable Windows NTP Client,Registry,,HKLM:\Software\Policies\Microsoft\W32time\TimeProviders\NtpClient,Enabled,,,,0,1,=,Medium
18.8.53.1.2,Administrative Templates: System,Time Providers: Enable Windows NTP Server (Member),Registry,,HKLM:\Software\Policies\Microsoft\W32time\TimeProviders\NtpServer,Enabled,,,,0,1,=,Medium
10752,Administrative Templates: Windows Components,AutoPlay Policies: Disallow Autoplay for non-volume devices,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Explorer,NoAutoplayfornonVolume,,,,0,1,=,Medium
10753,Administrative Templates: Windows Components,AutoPlay Policies: Set the default behavior for AutoRun,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoAutorun,,,,0,1,=,Medium
10754,Administrative Templates: Windows Components,AutoPlay Policies: Turn off Autoplay,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoDriveTypeAutoRun,,,,0,255,=,Medium
10755,Administrative Templates: Windows Components,Biometrics: Facial Features: Configure enhanced anti-spoofing,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Biometrics\FacialFeatures,EnhancedAntiSpoofing,,,,,1,=,Medium
10763,Administrative Templates: Windows Components,Event Log Service: Application: Specify the maximum log file size (KB),Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Application,MaxSize,,,,4096,32768,>=,Medium
10764,Administrative Templates: Windows Components,Event Log Service: Security: Specify the maximum log file size (KB),Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Security,MaxSize,,,,4096,196608,>=,Medium
10765,Administrative Templates: Windows Components,Event Log Service: System: Specify the maximum log file size (KB),Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\System,MaxSize,,,,4096,32768,>=,Medium
10766,Administrative Templates: Windows Components,File Explorer: Configure Windows Defender SmartScreen,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,EnableSmartScreen,,,,1,1,=,Medium
10767,Administrative Templates: Windows Components,File Explorer: Configure Windows Defender SmartScreen to warn and prevent bypass,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,ShellSmartScreenLevel,,,,Warn,Block,=,Medium
18.9.4.1,Administrative Templates: Windows Components,App Package Deployment: Allow a Windows app to share application data between users,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\AppModel\StateManager,AllowSharedLocalAppData,,,,1,0,=,Medium
18.9.6.1,Administrative Templates: Windows Components,App runtime: Allow Microsoft accounts to be optional,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System,MSAOptional,,,,0,1,=,Medium
18.9.12.1,Administrative Templates: Windows Components,Camera: Allow Use of Camera,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Camera,AllowCamera,,,,1,0,=,Medium
18.9.14.1,Administrative Templates: Windows Components,Cloud Content: Turn off cloud consumer account state content,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CloudContent,DisableConsumerAccountStateContent,,,,,1,=,Medium
18.9.14.2,Administrative Templates: Windows Components,Cloud Content: Turn off Microsoft consumer experiences,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CloudContent,DisableWindowsConsumerFeatures,,,,0,1,=,Medium
